Name,Difficulty_x,Edge_Count,CNN_Score,Time_Minutes,Image_File,Creator,Image,Description,Difficulty_y,Time,Paper Shape,Sheets,Image_GitHub,time_minutes,Difficulty_Numeric,Predicted_Complexity,PCA1,PCA2,Keyword_Score
Snail,3,2341,0.0398072366153492,27,DSC01170-export-3000x3000.jpg,Shiri Daniel,https://origami-database.com/wp-content/uploads/DSC01170-export-3000x3000.jpg,3D snail model with large spiral shell.,intermediate,27 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01170-export-3000x3000.jpg,27,3,2.837484,-0.009427512,0.15350193,0.3344227
Spider,2,2721,0.0418343398150275,23,DSC01166-export-3000x3000.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01166-export-3000x3000.jpg,Two-piece spider model with inflated 3D body.,moderate,23 minutes,Square,2 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01166-export-3000x3000.jpg,23,2,2.3698735,-0.011619465,0.23793964,0.40569127
Chopstick Duck,1,1352,0.0248109525792739,4,DSC01149-export.jpg,Matthew Gardiner,https://origami-database.com/wp-content/uploads/DSC01149-export.jpg,Simple duck made from a chopstick wrapper.,easy,4 minutes,Chopstick wrapper,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01149-export.jpg,4,1,0.93855166,0.28846332,0.026123267,0.5396083
Mother and Child,3,1734,0.0322270292394301,45,DSC01152-export-scaled.jpg,Stephen Weiss,https://origami-database.com/wp-content/uploads/DSC01152-export-scaled.jpg,"Model of a woman with reverse-colored skirt, cradling a baby.",intermediate,45 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01152-export-scaled.jpg,45,3,2.8610356,0.20992482,0.040443867,0.39031276
Giraffe,3,1535,0.0171919340245863,22,DSC01142-export-scaled.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC01142-export-scaled.jpg,"Standing, long-necked model.",intermediate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01142-export-scaled.jpg,22,3,2.5596004,-0.16997947,-0.12676783,0.8039301
Harp seal pup,3,919,0.0197646556181066,52,DSC01146-export-scaled.jpg,Quentin Trollip,https://origami-database.com/wp-content/uploads/DSC01146-export-scaled.jpg,"Hollow model with reverse-colored eyes, nose and whiskers.",intermediate,52 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01146-export-scaled.jpg,52,3,3.1667352,0.007409355,-0.21256186,0.4848276
Woodlouse,2,3070,0.0466022087545955,5,DSC01085-export-scaled.jpg,Joost Langeveld,https://origami-database.com/wp-content/uploads/DSC01085-export-scaled.jpg,A simple segmented bug with two antennae.,moderate,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01085-export-scaled.jpg,5,2,2.2206671,0.06416851,0.021013355,0.7359587
Cicada,1,1382,0.0274381929285386,3,DSC01080-export-scaled.jpg,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC01080-export-scaled.jpg,Traditional stylized cicada model with reverse-colored stripe.,easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01080-export-scaled.jpg,3,1,1.7496532,0.1046417,0.1115646,0.16845538
Robin,3,1661,0.0217396994198069,30,DSC01069-export.jpg,David Brill,https://origami-database.com/wp-content/uploads/DSC01069-export.jpg,3D model of a standing Robin with reverse-colored breast and legs.,intermediate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01069-export.jpg,30,3,2.789684,0.01216783,-0.2436933,0.6180379
Snail on a leaf,2,2224,0.0343898997587316,15,DSC01065-export-3000x3000.jpg,Akira Yoshizawa,https://origami-database.com/wp-content/uploads/DSC01065-export-3000x3000.jpg,Two-piece scene of a double-colored snail on a simple leaf.,moderate,15 minutes,Square,2 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01065-export-3000x3000.jpg,15,2,1.7090459,0.09164232,0.07156532,0.3920544
Bird,2,1411,0.0296741799747242,10,DSC01060-export-scaled.jpg,Lluis Valldeneu,https://origami-database.com/wp-content/uploads/DSC01060-export-scaled.jpg,Single colored standing bird with layered wings.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01060-export-scaled.jpg,10,2,2.0679805,0.17393109,-0.3230183,1.0123683
Three-Headed Standing Dragon,3,3173,0.0486243752872242,60,DSC01046-export-scaled.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01046-export-scaled.jpg,"Standing on two legs, this three-headed dragon has two sharp claws.",intermediate,1 hour,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01046-export-scaled.jpg,60,3,2.4246268,-0.21670973,-0.07135442,1.2857057
Winged Lion,3,1687,0.0216160493738511,30,DSC01038-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC01038-export-3000x3000.jpg,Standing winged lion with large mane.,intermediate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01038-export-3000x3000.jpg,30,3,3.171812,-0.031497218,-0.28815323,0.53140724
Sloth,2,1764,0.0366475363338694,30,DSC01044-export-scaled.jpg,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC01044-export-scaled.jpg,Sloth model hanging from its paws.,moderate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01044-export-scaled.jpg,30,2,1.9520408,0.029120816,-0.058308925,0.6231851
Papa Penguin and his Baby Peep,2,767,0.0367051786534926,5,DSC01035-export-scaled.jpg,Anna Turner,https://origami-database.com/wp-content/uploads/DSC01035-export-scaled.jpg,Standing penguin with baby peeking from between its legs.,moderate,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC01035-export-scaled.jpg,5,2,1.6623135,0.07663718,-0.12017201,0.3795409
Moose,2,1640,0.02148827047909,9,DSC00822-export.jpg,Fumiaki Kawahata,https://origami-database.com/wp-content/uploads/DSC00822-export.jpg,Stylized standing moose with solid antlers.,moderate,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00822-export.jpg,9,2,2.172643,-0.000611125,-0.12743251,0.68855715
Pumba,2,2012,0.045312930836397,20,DSC00824-export-3000x3000.jpg,Madiyar Amerkeshev,https://origami-database.com/wp-content/uploads/DSC00824-export-3000x3000.jpg,3D warthog model of the Disney character with single tusk.,moderate,20 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00824-export-3000x3000.jpg,20,2,1.9807657,-0.042090803,0.07879276,0.46155074
Adirondack Moose,3,2714,0.045093796673943,40,DSC00820-export-scaled.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC00820-export-scaled.jpg,"Standing moose with large, solid antlers.",intermediate,40 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00820-export-scaled.jpg,40,3,3.0856647,-0.021785047,-0.1028687,0.65726423
Scorpion,2,2172,0.0691157082950367,25,DSC00806-export-scaled.jpg,Jozsef Zsebe,https://origami-database.com/wp-content/uploads/DSC00806-export-scaled.jpg,3D scorpion model with two open pincers and a stinger.,moderate,25 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00806-export-scaled.jpg,25,2,2.1849256,-0.045159634,0.09431432,0.5961265
Wolf,3,2458,0.04618797751034,45,DSC00802-export-3000x3000.jpg,Isurus,https://origami-database.com/wp-content/uploads/DSC00802-export-3000x3000.jpg,Standing wolf model with characteristic head.,intermediate,45 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00802-export-3000x3000.jpg,45,3,2.5548065,-0.13368802,-0.22338317,0.998058
Hippogriff,3,3812,0.0554251637178308,55,DSC00787-export-scaled.jpg,Guspath Go,https://origami-database.com/wp-content/uploads/DSC00787-export-scaled.jpg,Standing hippogriff model with distinctive eagle-like head.,intermediate,55 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00787-export-scaled.jpg,55,3,2.9946406,-0.041389737,-0.2338814,0.430992
Duck,2,1060,0.0155910895852481,25,DSC00776-export-3000x3000.jpg,JMorigami,https://origami-database.com/wp-content/uploads/DSC00776-export-3000x3000.jpg,Standing duckling model with reverse-colored beak and feet.,moderate,25 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00776-export-3000x3000.jpg,25,2,1.9297553,-0.009604919,-0.25037098,0.7266708
Dragon v3,3,2586,0.0424537389418658,30,DSC00765-export-scaled.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC00765-export-scaled.jpg,Bipedal dragon with segmented tail and horned head.,intermediate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00765-export-scaled.jpg,30,3,2.8085685,-0.20833816,-0.15874024,1.0777256
Airplane #2,2,1553,0.0350145586799173,15,DSC00771-export-scaled.jpg,Yukihiko Matsuno,https://origami-database.com/wp-content/uploads/DSC00771-export-scaled.jpg,Single propeller airplane with two wheels and vertical and horizontal stabilizers.,moderate,15 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00771-export-scaled.jpg,15,2,1.9326421,0.22255334,0.2006825,0.44083923
Seagull,2,1099,0.0207568000344669,5,DSC00744-export-3000x3000.jpg,JMorigami,https://origami-database.com/wp-content/uploads/DSC00744-export-3000x3000.jpg,Stylized flying seagull model.,moderate,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00744-export-3000x3000.jpg,5,2,1.683846,0.050166268,-0.26751816,0.9043784
Dragon 8.0,3,4015,0.0519255514705882,45,DSC00728-export-scaled.jpg,Henry Phạm,https://origami-database.com/wp-content/uploads/DSC00728-export-scaled.jpg,"A European-style dragon with large wings, standing on four legs.",intermediate,45 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00728-export-scaled.jpg,45,3,3.2028487,-0.08581314,-0.0882174,1.1800958
Knight,2,1947,0.0295898976045496,10,DSC00730-export-3000x3000.jpg,Joel Stern,https://origami-database.com/wp-content/uploads/DSC00730-export-3000x3000.jpg,Human knight with sword and large shield.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00730-export-3000x3000.jpg,10,2,1.8875221,0.22114798,-0.027797729,0.47461826
Rhino,2,1307,0.0235894057329963,10,DSC00716-export-scaled.jpg,Joseph Wu,https://origami-database.com/wp-content/uploads/DSC00716-export-scaled.jpg,Simple rhinoceros model with a large horn.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00716-export-scaled.jpg,10,2,2.1396337,-0.19504718,-0.0006414065,0.45053872
Hammerhead shark,2,1120,0.0301438275505514,10,DSC00711-export-3000x3000.jpg,Yukihiko Matsuno,https://origami-database.com/wp-content/uploads/DSC00711-export-3000x3000.jpg,A hammerhead shark model with distinctive head.,moderate,10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00711-export-3000x3000.jpg,10,2,2.2067385,-0.0803686,-0.057685636,0.49853042
Hercules Beetle,3,2386,0.023974447811351,30,DSC00685-export-3000x3000.jpg,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC00685-export-3000x3000.jpg,A six-legged beetle with distinctive horn.,intermediate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00685-export-3000x3000.jpg,30,3,3.2458475,-0.15680557,-0.13907611,0.9687842
Cap,1,1241,0.0210780962775735,5,DSC00674-export.jpg,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC00674-export.jpg,A simple 3D cap.,easy,5 minutes,1:2 rectangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00674-export.jpg,5,1,0.9202231,0.25323024,0.22947098,0.3161538
Kangaroo,2,1699,0.0502542832318474,16,DSC00664-export-scaled.jpg,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC00664-export-scaled.jpg,A stylized kangaroo model.,moderate,16 minutes,Isosceles right triangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00664-export-scaled.jpg,16,2,1.7978634,-0.09426437,-0.117754914,0.90130115
Brown Bear,2,1528,0.0366734403722426,18,DSC00658-export-3000x3000.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC00658-export-3000x3000.jpg,Single-colored bear model standing on four legs.,moderate,18 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00658-export-3000x3000.jpg,18,2,2.2807908,-0.115192294,-0.20523787,0.7657475
Asian Elephant,3,1833,0.0311449656767003,35,DSC00611-export-3000x3000.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC00611-export-3000x3000.jpg,"With reverse-colored tusks, this model is 3D sculpted to represent the elephant’s physique.",intermediate,35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00611-export-3000x3000.jpg,35,3,2.8097456,-0.058263425,0.010349942,0.69974697
Songbird,2,1010,0.0268154548196231,14,DSC00621-export-3000x3000.jpg,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC00621-export-3000x3000.jpg,A standing bird with independent wings.,moderate,14 minutes,Isosceles right triangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00621-export-3000x3000.jpg,14,2,1.7941806,0.14737985,-0.3122404,1.0234848
Quetzalcoatlus,2,1825,0.0331180168600643,19,DSC00603-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC00603-export-3000x3000.jpg,This flying dinosaur model has reverse-colored eyes.,moderate,19 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00603-export-3000x3000.jpg,19,2,2.3668861,-0.2463947,0.056246594,0.35370526
Diplodocus,2,2105,0.0341092457490808,25,DSC00599-export-3000x3000.jpg,John Montroll,https://origami-database.com/wp-content/uploads/DSC00599-export-3000x3000.jpg,A long model that captures the hulking posture of the diplodocus.,moderate,25 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00599-export-3000x3000.jpg,25,2,2.116308,-0.063180864,0.13789734,0.25874704
Bull Walrus,2,1839,0.0387989717371323,22,DSC00580-export-3000x3000.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC00580-export-3000x3000.jpg,This model captures the distinctive pose and long tusks of the walrus very well.,moderate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00580-export-3000x3000.jpg,22,2,2.5498235,-0.08863676,-0.19419552,0.8322966
Canoe,2,1079,0.0290524651022518,12,DSC00581-export-3000x3000.jpg,John Szinger,https://origami-database.com/wp-content/uploads/DSC00581-export-3000x3000.jpg,A 3D canoe model with pointed ends.,moderate,12 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC00581-export-3000x3000.jpg,12,2,2.0006423,0.07084837,0.24063356,0.3433582
